L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,branch-instructions,branch-loads,branch-misses,bus-cycles,cache-misses,cache-references,iTLB-load-misses,instructions,node-loads,node-stores,class
383275,8531210,3639285,256700,3533,146022,8483470,8431856,89060,910174,1994,335109,9026,33765357,1353,289,benign
436535,10048239,6293055,320359,1301,112450,8601449,8498592,65773,842928,2441,309779,20523,38492989,2392,11,benign
152588,9616827,4434454,107759,11201,56613,7988403,10225003,141806,972666,8068,476498,5162,32521301,4857,764,benign
336735,9092387,3461186,125122,5120,82834,8174977,8000140,90486,903871,5733,162031,3721,35020945,3096,582,benign
541,3584,2344,891,372,396,46869,2542,234,2294,892,1226,68,11871,312,20,benign
1790,7545,9064,932,319,433,7013,7021,405,2106,560,2637,85,33560,524,492,benign
299542,10735677,4612072,131510,4468,57666,10532842,9759783,96630,939824,11925,115404,2547,45754333,9892,199,benign
519,3566,2339,1111,347,361,70099,2538,4248,28140,11106,19323,69,306285,2592,218,benign
2661,83512,27959,4013,1352,1598,59884,59919,2090,12055,4811,6671,308,331371,1234,201,benign
515,3557,2333,1098,356,367,2574,2523,327,2927,1499,1740,69,12047,367,28,benign
4403,52085,27425,1697,656,2594,38943,34639,536,5921,736,4850,15,204044,654,62,benign
15499,5161,186294,22737,3862,8285,13348,4097,783,62707,1753,6126,816,56271,560,6,benign
2714,83417,27846,3929,1386,1625,60138,59818,2150,12971,5386,6648,287,332232,1328,212,benign
1009,9380,5617,1120,37,590,7017,7179,416,1645,2,2475,64,33581,1,1,benign
53651,247135,53626,1180,21838,5817,2633436,242732,39897,216946,21771,108314,33,9541772,10350,724,benign
257860,16123786,7815672,84953,21749,80663,14881374,16264907,117580,957936,34873,201683,3264,66837209,16757,1160,benign
2770,84340,28539,4064,1360,1659,59927,60462,2164,13439,5937,6822,322,331495,1368,212,benign
1799,7539,9082,1137,300,449,4888,7030,247,1124,30,1410,86,21150,26,1,benign
289810,12243038,7183471,82148,3461,146040,10503643,10834814,49845,911331,8655,212000,2462,45797240,5002,597,benign
22620,263599,153579,4888,4061,11606,40277,183718,749,5993,856,4847,54,211926,694,95,benign
324914,16536972,9329012,22144,599,185301,16163778,16648382,188724,908371,1046,221778,739,67687347,916,29,benign
3419,29707,19697,2826,588,1784,18257,16596,658,3977,349,4639,96,97540,244,57,benign
291628,12373406,7340863,90550,4147,129169,10848497,10911567,53089,962043,6777,222438,2232,47304122,4131,217,benign
838,7133,4484,818,12,682,5225,5905,413,3272,3,2349,79,23378,48,539,benign
4294,115945,64096,4047,1109,1954,100600,103586,1349,1580,860,6090,324,438771,315,0,benign
292769,14855620,10279671,129252,39891,89624,14679620,13233533,142009,942689,47883,241350,954,61684413,45015,1487,benign
414579,8211282,3943869,280899,5998,175334,1416223,7996534,17642,134826,21119,77912,6900,5240917,9734,835,benign
306009,9142564,3350737,173095,8060,86732,13288581,9374760,136434,986200,12192,255817,3472,58022212,9140,380,benign
194756,3929826,2473391,229747,81,59699,91398,3198881,1283,287633,533,10023,3046,13310680,210,66,benign
311862,7193604,3538068,215754,12710,99742,6461951,4900492,99671,818889,29885,434781,3034,38599789,15614,1097,benign
2827,27486,18504,2262,1067,1428,16267,16099,622,3984,455,4237,92,87789,329,70,benign
508,3554,2333,1155,347,360,2532,2524,330,3315,1262,1735,73,11806,322,18,benign
2350,14189,13926,1874,362,231,4892,10006,394,1626,3,2256,140,21188,1,1,benign
446,5966,3789,559,3,323,7019,4902,472,1771,7,2570,58,33610,2,4,benign
597203,10709745,5973719,193568,12016,149342,8414425,8658897,137533,1041645,19324,484963,11496,45570848,10583,1508,benign
34974,231050,141552,14937,1911,12378,75403,154147,3140,23962,3833,26764,758,377687,2044,91,benign
1721,5974,9072,743,1,390,7027,4914,389,1862,5,2274,85,33627,3,4,benign
411090,8559952,3752341,260696,1095,135460,9131946,8468516,93270,897633,11641,169811,4225,37836751,3101,973,benign
1687,7526,9048,654,7,373,4886,7010,340,1261,1,1657,100,21150,1,0,benign
816595,24623632,14324481,59907,12190,41113,16441588,16409952,53028,982543,128,48011,601,84391406,62,38,benign
108730,26584,0,225,59,154,196554,1485,5061,37371,5875,18278,12,987891,3249,127,benign
192246,15855832,406535,176170,22336,7545,4719823,4598921,6933,926954,7475,173235,6244,3767394,5908,1538,benign
150677,2501984,1513092,155652,958,65324,1878107,2030767,29571,273650,4999,222490,8048,10623475,2789,525,benign
1148,10529,6653,1789,37,882,25423,6807,2074,8392,1633,10862,42,134074,452,110,benign
527948,12474783,5885175,116615,48904,118549,8342218,8637523,116300,896277,11286,337946,3689,32615288,11045,361,benign
2554,16026,10472,4154,1084,2109,24507,11813,1103,6023,2303,6654,327,49537,419,25,benign
6086,101032,65622,9536,1302,6271,183103,66011,6023,34410,1675,39066,248,182376,458,311,benign
2973,27672,18758,1968,965,1421,15995,16280,645,3592,568,4324,112,85038,329,81,benign
396491,13062236,5320378,192415,21818,128024,9788597,10035503,145710,901669,41085,382288,6920,48634483,21375,2701,benign
2995,27196,18267,1764,707,1311,15982,16042,608,3753,307,4407,110,84885,251,56,benign
53645,831862,521700,57615,654,28076,1496850,679617,39247,240729,3628,205455,3838,6447151,493,79,benign
212692,5429497,2401848,77172,14369,82966,189932,4431002,3053,21857,193,16747,7136,380697,125,66,benign
34505,930175,535711,52798,5179,17858,661897,686872,32403,113630,3891,71331,1997,3536139,1254,349,benign
2002,32473,11852,2112,696,1020,102355,10776,6644,79858,24984,44668,125,422194,5996,3276,benign
1726,11470,9056,761,6,685,7032,9355,344,1621,4,1701,83,33550,4,0,benign
7185,92532,52219,14271,2865,5357,2582,74572,340,3052,1670,1732,819,12078,360,23,benign
118889,4527108,2380963,118181,14129,53336,1531746,3810171,14395,116844,2724,77244,3787,5819257,2402,158,benign
2247,16231,13933,1460,383,860,5982,11163,267,1250,9,976,100,33791,9,0,benign
297390,7880100,3501248,273475,472,148947,7371462,7517854,128578,916381,1910,441309,4036,30049448,1247,284,benign
1105542,5149105,1618118,40977,22772,109971,1645836,3293295,47665,277824,30270,138789,1832,30089859,16533,1080,benign
530,3561,2336,1100,368,387,2560,2535,328,2619,1259,1666,72,11964,322,21,benign
345376,5490615,2444895,105397,14461,65831,9059579,5603855,83389,790723,30387,147178,4769,39238844,104643,1057,benign
1803,7525,9048,989,320,445,7027,7015,425,1650,1,2153,89,33665,1,0,benign
1174998,25694724,12458762,11260,5047,102380,10426349,10516469,117730,1000719,21503,248006,413,77499644,13033,4518,benign
4674,110836,61577,4279,1379,1945,9809,98955,609,3882,65,3567,336,42347,14,1,benign
476675,10412617,4604463,279240,5422,197477,8710960,9154053,90230,875283,6973,268422,8813,37538538,5804,435,benign
2687,83853,28146,3474,1186,1621,60449,60189,2214,13213,5682,6952,319,334020,1362,221,benign
1781,7527,9045,1043,299,447,7027,7012,469,1642,5,2571,81,33622,1,0,benign
329364,9961009,4700156,204971,16562,119287,194469,8907282,6996,46964,14559,29205,7366,912229,3248,1259,benign
434,5978,3786,817,3,314,7021,4905,377,1276,21,2320,60,33598,5,0,benign
557535,11403519,5170367,155538,13530,171633,10701270,9814308,91663,933265,7055,111398,6643,42238412,6418,234,benign
455111,8537994,4268542,314153,24754,154407,8405387,6570218,111888,866878,38900,558736,8184,36528858,23412,2549,benign
341893,16049157,8946653,24503,916,207582,16669016,15516104,195515,968402,1460,204120,1130,69882143,1328,12,benign
136844,595464,1633648,117230,4259,59684,3797074,2524888,63611,436175,21345,117779,3378,16302959,12998,854,benign
2923,27608,19186,2011,809,1358,16043,16516,643,3796,371,4600,101,91177,288,73,benign
1741,7551,9069,647,8,399,4889,7036,337,1616,13,1683,96,21133,8,0,benign
286832,13949756,9655375,105978,40756,93440,14315240,12087549,109538,978124,44066,184488,1097,62906125,43040,676,benign
477,6003,3803,757,270,371,7018,4929,414,1654,8,2249,91,33583,4,4,benign
6232,85591,2357,946,331,374,2522,2560,320,2845,1629,1687,76,11763,334,20,benign
174586,8176928,3385919,79506,2374,57397,8456185,8647416,96201,915133,2577,316242,756,33117880,1847,633,benign
445203,9200820,4263949,224412,9448,163189,59255,8088696,1837,10594,535,14895,8087,287649,322,77,benign
475,5999,3805,761,16,340,4871,4924,331,1673,0,1696,62,21071,0,0,benign
205193,3915466,2411424,229463,84,66141,344444,3195617,6916,317454,302,25113,3901,14834437,150,35,benign
476,5999,3808,805,22,340,4925,4927,301,1152,8,1464,61,21316,7,0,benign
39400,1338438,616270,31896,1467,20219,134058,1161644,3294,15457,145,11479,953,430408,91,44,benign
6019,51943,33172,7678,2772,4184,9793,38460,2255,5458,5595,7031,526,45724,1383,207,benign
541900,7805514,4520073,239790,3231,221563,5941783,5817672,220281,876727,7908,599100,11482,28987984,4684,2563,benign
2046,14040,13409,1686,539,743,11914,15065,622,1831,0,3057,161,58257,0,1,benign
72211,3462754,1994297,73341,2867,24139,601002,3206811,9696,67609,837,48278,2009,587888,553,186,benign
132584,2495737,1575446,156366,87,44705,363631,2032363,9132,40964,463,30380,4651,495331,278,138,benign
840977,11897031,6349071,268197,32314,323891,7829199,9274328,368664,951964,48523,678549,13136,37597226,38218,2996,benign
2342,7272,10703,1292,323,721,11520,6040,262,1271,2,1958,80,28101,2,0,benign
255177,7317392,3584179,123654,14652,53762,3289307,7123631,37393,424030,20537,101540,3499,13530195,14705,1255,benign
1036454,21299397,10551297,33637,14025,106387,4269372,9615646,48946,525217,54913,318008,1620,19786488,47365,3818,benign
517,3581,2354,1119,343,362,2538,2545,332,3490,1511,1788,72,11835,378,25,benign
3658,28432,22306,2197,1775,2218,16116,20830,577,3788,376,4342,118,87210,311,55,benign
340929,9411938,4493167,149286,13875,58131,7224708,9300115,77255,776778,25339,141837,2343,30721970,14613,825,benign
16933,211566,135880,7116,1000,8139,38941,163658,2446,8584,239,11954,506,199653,100,32,benign
443662,5801081,4121741,171390,11656,143710,4587380,4449455,76204,620089,12796,383967,8300,23187583,12274,239,benign
3086,85722,29202,4082,1239,1890,60148,61239,2226,13229,5610,6819,334,332190,1405,208,benign
2325,14101,13268,1573,352,721,7064,11810,481,2307,621,3173,104,33926,63,531,benign
507,3618,2364,902,329,370,16210,2601,1314,9162,4217,5912,76,75285,1468,46,benign
435,6690,4541,717,5,511,4919,7482,299,1778,15,1609,145,21211,5,1,benign
3084,27555,18508,1996,776,1343,16450,16188,652,4317,358,4206,147,88359,291,59,benign
2357,14628,13358,1680,194,599,7275,10824,470,2230,621,3066,89,34795,68,521,benign
116932,14159535,7432388,30813,645,36745,13127921,13200494,32244,908336,537,37565,1870,54916709,527,6,benign
166055,10336852,3274618,48736,273,34659,7506450,8881739,115402,984827,9010,315008,394,40858630,7605,602,benign
313939,12472861,7301810,83015,3412,146002,10993771,10977479,55847,950459,6938,217111,2417,47971812,3905,407,benign
367835,1380036,546329,15248,1173,46286,26937,1384176,2080,10465,5727,6998,616,124746,1096,166,benign
1862,14960,11106,1167,62,782,4898,13583,383,1626,0,2267,171,21480,0,0,benign
407700,9104209,4930700,283472,21436,156469,7565397,7989580,117726,925514,32914,438169,12315,33607725,20516,2326,benign
526,3629,2379,1026,346,378,2624,2612,347,2914,1648,1699,72,12240,349,20,benign
237830,17579580,9832367,35119,1016,116162,18065254,17549130,162970,999076,1407,121992,1725,76268909,1205,43,benign
575864,9743056,5022284,148895,5780,116510,6507225,5549172,175264,916908,39617,623344,6871,30981879,23303,3799,benign
47096,296866,71140,5158,3097,6007,1702951,287107,22831,214481,27882,92938,95,8674529,18761,3314,benign
439,5997,3816,461,10,339,7128,4938,498,3142,911,3371,66,34147,304,511,benign
1784,5950,9048,893,59,443,7043,7018,428,2745,18,2446,81,33750,6,12,benign
498,5964,3801,809,255,358,4906,4887,268,2525,1,1438,66,21176,1,1,benign
315452,16407020,9167027,26987,1096,179906,17130218,16650335,166079,898538,936,167395,748,71850406,853,41,benign
94610,3998000,2213428,83503,10516,28479,122367,3580659,3700,14092,248,10451,1948,684830,173,70,benign
1564745,11365128,4265932,150080,36814,264066,9789304,10182261,149705,917210,30828,278040,11780,40459158,25784,1471,benign
2970,27530,18531,1476,250,1294,16313,16181,453,3643,520,3711,80,87712,447,67,benign
461,7525,3786,571,3,379,7009,7016,342,1661,4,1703,61,33533,3,0,benign
2626,83812,28145,3882,1321,1611,59961,60061,2171,13149,5677,6773,317,331487,1327,204,benign
322730,8306719,3954266,169698,24453,91386,4989864,7893610,87586,762421,62531,255935,5478,20612133,47875,1246,benign
473,5991,3789,804,24,342,9788,4922,626,2326,10,3615,62,42052,5,0,benign
500,3566,2342,1143,334,355,288061,2552,3924,34156,5736,8282,79,1175177,1402,104,benign
3143,28150,19330,1561,797,1383,18209,16610,553,6270,394,4741,87,97394,314,66,benign
1195,12143,7720,1771,45,895,13095,7968,829,5349,1820,4870,33,70909,441,83,benign
299884,8415879,3688349,270775,2351,138451,7456304,7822939,115381,963880,7292,395877,2901,30415786,4343,587,benign
306961,14054827,5037201,125446,12738,73381,7775118,10618841,130294,917247,10350,258381,5000,32488474,5751,477,benign
3429,30610,20739,1810,812,1494,16045,18064,613,3851,1768,4401,148,85958,796,102,benign
367720,1435987,485261,13272,4227,52257,1289762,1399277,13440,103444,15603,48057,568,4637918,7657,446,benign
493,5927,3790,756,273,368,7037,4842,401,1659,8,2289,75,33701,7,1,benign
17644,169042,63898,7281,3352,6434,220400,143482,11948,53460,8756,43404,500,1138246,3198,127,benign
1689,147413,69351,3515,3195,1290,2002731,123783,21304,256409,39,175059,306,8355091,29,0,benign
30039,1138827,706200,32564,1596,15308,14471751,1043822,138814,1003162,44116,228006,1300,2090819,31214,2261,benign
52011,956055,602524,57128,987,6974,2379349,780403,34935,344326,5100,302103,2124,10181472,3116,120,benign
522,3572,42535,9832,1587,3180,2552,59845,327,2812,1651,1716,331,11929,337,19,benign
6302,34512,21138,5482,848,4303,59727,23850,2107,12528,5218,6628,959,330432,1248,195,benign
309910,8137566,3618894,265776,1479,142038,6859971,7528793,115233,866980,1307,468329,4973,28442191,824,240,benign
781,7788,5052,947,279,751,7020,7715,401,1622,26,2137,145,33625,251,20,benign
2932,27858,18633,1935,777,1314,16432,16028,561,3723,311,3942,99,89048,278,60,benign
367757,5434536,4622899,142749,10834,60082,4179885,9538348,44729,522299,21677,113440,1457,30055587,15412,1152,benign
61131,16100767,475580,36116,8695,32620,7670,1488422,416,1994,440,2464,1921,21062,38,368,benign
641753,9875345,5867884,195193,3399,137090,5315233,5200334,49718,764394,11274,308661,5838,41710676,4010,4265,benign
181460,6555031,3278008,186053,2594,70044,8890431,6635242,126425,917237,6177,269070,1672,35272826,3831,390,benign
25765,535198,312564,37236,5661,13919,3103900,438063,30234,206201,15826,84011,1363,13922121,8552,257,benign
1791,6001,9048,942,62,326,4861,4927,391,1694,11,2273,78,21178,7,381,benign
231529,9686489,3488311,18374,7645,66421,9366704,8438552,15576,926493,158,31463,2919,35559461,124,7,benign
2268,14331,13123,807,11,510,4925,10280,355,1311,20,1761,85,21236,20,0,benign
1699,7525,9045,614,6,392,7018,7011,471,1732,3,2518,103,33590,8,0,benign
196843,6192144,2840773,114783,18594,38061,1168137,6432956,25598,176027,33810,90690,1085,4686069,25521,818,benign
3616,25205,11311,1665,109,1890,15707,19948,412,3159,603,3165,62,84806,159,35,benign
384269,9535803,4413714,57665,996,235570,8878712,8904230,11189,1002754,2009,328245,1618,34110642,1002,219,benign
474885,9726426,6235303,311940,1225,102566,7797651,7878897,75494,802482,3035,349156,11861,36026401,1880,111,benign
488,5991,3820,551,7,326,7024,4917,462,56596,4,2614,65,33614,2,1,benign
520868,12265033,5447177,84136,6594,67746,10563824,10462421,99728,935544,5994,177870,1112,43750539,5808,131,benign
1810,7546,9082,1072,323,448,4902,7040,346,1233,0,1670,86,21215,0,0,benign
110250,5783009,7720389,25307,587,24856,789999,13692871,9346,133052,10897,105950,205,3629621,9619,1243,benign
235358,13574304,7517784,71374,1171,45646,11093969,12725908,124445,944377,36137,224286,859,52406027,19144,1270,benign
70033,14545012,2436469,20356,3078,14999,3959616,5277176,98800,613171,51309,446537,514,18132519,31567,3242,benign
1754,7534,9056,921,301,402,9309,7024,659,1231,18,3019,130,44573,15,0,benign
2723,85558,27931,3387,1198,1621,615443,59927,24276,136245,35963,96334,301,2800062,11819,543,benign
1846,19450,11443,1374,38,1493,52378,12874,1556,9762,154,13172,28,257769,66,48,benign
282756,17477829,11088928,33583,17140,55223,4951661,6482552,277380,541675,32512,121461,2062,24264591,12993,2853,benign
497,3572,2351,950,337,365,4235,2544,436,3258,1459,2192,87,20535,586,19,benign
14540,209430,144511,10592,3480,10683,33852,156794,375,5269,298,5918,409,391854,77,55,benign
194071,3930356,2474377,235724,78,59449,17589,3291324,1077,44017,175,7625,2610,1911554,110,45,benign
1793,2128494,9057,815,61,29633,6994,2112346,418,1758,8,2417,116,58128,3,5,benign
874,7554,4354,3729,1091,652,536410,6084,14241,63925,1469,45462,157,2207726,686,96,benign
412312,8436248,3792278,262938,3557,130758,7799024,8404081,100235,887348,2610,371569,3483,30476655,1964,575,benign
278785,9826030,4580527,159373,4319,80347,9746874,9971357,190409,904075,14596,218064,4231,37732868,7539,720,benign
529,4934,1696,636,9,385,132108,1698,2874,17767,2617,10999,75,674541,2135,222,benign
1302,27826,17526,2116,287,1004,430793,18297,7700,70273,8621,33095,27,2175539,6223,1090,benign
298652,10673221,5828173,115209,26706,102023,10052951,9754972,49406,908484,33098,180433,4135,42726475,23288,2441,benign
932159,16600543,10006670,7456,192,594740,20020538,19961472,48195,960041,191,627084,75,87663747,189,0,benign
13342,171140,91398,17664,2432,9276,13718,154751,1551,5237,505,7521,513,67737,325,55,benign
488626,12860269,6039817,472228,6116,123664,9991523,9607384,160934,966323,12535,449071,4771,49051699,5005,1952,benign
1144,7538,6186,1038,291,467,7022,7028,344,1248,1,1650,70,33627,1,0,benign
242629,5150008,4562810,315137,18595,135188,8188781,6617284,7002,958894,195,57768,9036,36397234,191,0,benign
1748,7541,9063,936,312,420,11884,7028,518,2373,53,2541,97,54606,6,49,benign
166740,31513577,5214376,12039,4796,74656,4702170,6193720,7495,918837,8000,30076,397,54281445,6199,1762,benign
510,5968,3805,791,255,360,11992,4899,425,1033,0,2390,69,58579,0,1,benign
350710,16571744,9155586,32115,600,208829,16260773,16920738,179621,916719,810,223887,1274,67851431,644,17,benign
837921,14174047,7243026,190692,1621,147261,15220178,9977462,446374,1676174,37567,759721,13318,85821126,22992,6689,benign
